,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,artist_name
8372,Stronger (Track by Track),19,1Fu7klhgq69iNN8UHc9KUP,About The War Is Over - Commentary,spotify:track:1Fu7klhgq69iNN8UHc9KUP,0.931,0.697,0.28,0.0,0.34,-18.19,0.963,73.24,0.669,7,Kelly Clarkson
8373,Stronger (Track by Track),21,5SXM7a5SzqUNZsvQIqLPT2,About Let Me Down - Commentary,spotify:track:5SXM7a5SzqUNZsvQIqLPT2,0.919,0.669,0.196,0.0,0.534,-16.664,0.955,83.881,0.692,7,Kelly Clarkson
8374,Stronger (Track by Track),23,3WxgmYFMq6Fjd0cnfnSC6B,About You Can't Win - Commentary,spotify:track:3WxgmYFMq6Fjd0cnfnSC6B,0.952,0.652,0.218,0.0,0.509,-16.779,0.961,88.541,0.658,7,Kelly Clarkson
8375,Stronger (Track by Track),25,3U9T81mdGENGF8fYRmE4us,About Breaking Your Own Heart - Commentary,spotify:track:3U9T81mdGENGF8fYRmE4us,0.914,0.759,0.222,0.0,0.482,-19.186,0.959,75.0,0.539,7,Kelly Clarkson
8376,All I Ever Wanted,15,61rLPyqqEsmOr9qfAhHL5V,Can We Go Back,spotify:track:61rLPyqqEsmOr9qfAhHL5V,0.00293,0.485,0.888,0.0,0.14,-3.689,0.0825,164.099,0.595,3,Kelly Clarkson
8377,All I Ever Wanted,1,4Dm32oO01YpIubCHaAtKkN,My Life Would Suck Without You,spotify:track:4Dm32oO01YpIubCHaAtKkN,0.0014,0.526,0.882,0.0,0.144,-4.006,0.0509,144.982,0.424,73,Kelly Clarkson
8378,All I Ever Wanted,2,2I5CPUnMIKjEXeg61OI9uV,I Do Not Hook Up,spotify:track:2I5CPUnMIKjEXeg61OI9uV,0.00098,0.502,0.938,0.0,0.318,-3.114,0.13,144.077,0.35,52,Kelly Clarkson
8379,All I Ever Wanted,3,4Ctj6T61fZpjG8uOXjVnZP,Cry,spotify:track:4Ctj6T61fZpjG8uOXjVnZP,0.00276,0.475,0.771,0.0,0.126,-3.777,0.0335,142.219,0.147,49,Kelly Clarkson
8380,All I Ever Wanted,4,5XP17NAwTW3BNQtPA8OgHG,Don't Let Me Stop You,spotify:track:5XP17NAwTW3BNQtPA8OgHG,0.00753,0.347,0.947,0.0,0.187,-2.429,0.232,177.91,0.475,40,Kelly Clarkson
8381,All I Ever Wanted,5,31wPF6zccO0cINHfUS7wWb,All I Ever Wanted,spotify:track:31wPF6zccO0cINHfUS7wWb,0.0103,0.633,0.866,0.0,0.227,-3.633,0.0443,100.007,0.696,43,Kelly Clarkson
8382,All I Ever Wanted,6,4fq2YUONcgrCJ2SPndSeKC,Already Gone,spotify:track:4fq2YUONcgrCJ2SPndSeKC,0.217,0.209,0.872,0.0,0.0768,-2.996,0.0757,78.139,0.294,61,Kelly Clarkson
8383,All I Ever Wanted,7,6W8VktzOUZNlOdTMaeLuxv,If I Can't Have You,spotify:track:6W8VktzOUZNlOdTMaeLuxv,0.000349,0.615,0.76,0.0,0.182,-5.651,0.0542,139.92,0.52,37,Kelly Clarkson
8384,All I Ever Wanted,8,7IaJyaE8pCQjOgvXUAJeat,Save You,spotify:track:7IaJyaE8pCQjOgvXUAJeat,0.197,0.467,0.579,0.0,0.118,-4.886,0.0289,106.982,0.121,35,Kelly Clarkson
8385,All I Ever Wanted,9,1jGNjpHdQVaMBeSnpCv5Jy,Whyyawannabringmedown,spotify:track:1jGNjpHdQVaMBeSnpCv5Jy,0.000757,0.604,0.948,0.0,0.0853,-2.517,0.052,99.992,0.666,33,Kelly Clarkson
8386,All I Ever Wanted,10,30UFDCw1p6Nb19eVVzckIp,Long Shot,spotify:track:30UFDCw1p6Nb19eVVzckIp,0.000801,0.588,0.943,0.0,0.139,-3.9,0.0622,121.986,0.557,38,Kelly Clarkson
8387,All I Ever Wanted,11,3aBTWIK4C9Tx5D5PjtwOKR,Impossible,spotify:track:3aBTWIK4C9Tx5D5PjtwOKR,0.047,0.595,0.87,0.0,0.0419,-3.385,0.0699,159.977,0.634,33,Kelly Clarkson
8388,All I Ever Wanted,12,6wOr3b3fPUoiUkvto1ab4q,Ready,spotify:track:6wOr3b3fPUoiUkvto1ab4q,0.0145,0.673,0.868,0.0,0.612,-4.147,0.0728,122.085,0.444,30,Kelly Clarkson
8389,All I Ever Wanted,13,4AWHpoB0IIyYQSGVommXjN,I Want You,spotify:track:4AWHpoB0IIyYQSGVommXjN,0.0397,0.75,0.837,3.33e-06,0.0693,-4.952,0.086,138.002,0.754,31,Kelly Clarkson
8390,All I Ever Wanted,14,1bhmrrcGqbVFx04jYaGOW6,If No One Will Listen,spotify:track:1bhmrrcGqbVFx04jYaGOW6,0.162,0.317,0.41,0.0,0.158,-5.715,0.0319,58.287,0.266,33,Kelly Clarkson
8391,All I Ever Wanted,15,5OYQe6ZOXoFBDszbTcLrZr,Tip Of My Tongue,spotify:track:5OYQe6ZOXoFBDszbTcLrZr,0.0187,0.594,0.817,0.0,0.0762,-4.922,0.0525,90.017,0.439,30,Kelly Clarkson
8392,All I Ever Wanted,16,3mSWNbF5QND4mygui6FLeW,The Day We Fell Apart,spotify:track:3mSWNbF5QND4mygui6FLeW,0.00681,0.504,0.884,1.98e-06,0.0423,-4.139,0.0526,135.91,0.423,31,Kelly Clarkson
8393,My December,14,7oeVpttG4KFluc7cAzuTiT,Chivas,spotify:track:7oeVpttG4KFluc7cAzuTiT,0.369,0.67,0.243,0.0,0.556,-11.48,0.0347,80.667,0.375,4,Kelly Clarkson
8394,My December,15,6TLkosfh9lsfyFiwFlyobA,Fading,spotify:track:6TLkosfh9lsfyFiwFlyobA,0.0282,0.501,0.861,0.224,0.103,-4.024,0.0677,153.971,0.332,2,Kelly Clarkson
8395,My December,1,24y3tSyLdRbpVsKhQrR2oj,Never Again,spotify:track:24y3tSyLdRbpVsKhQrR2oj,0.00168,0.514,0.91,0.00187,0.224,-2.978,0.0714,145.907,0.472,50,Kelly Clarkson
8396,My December,2,7ACOTEPgEHeuLMxK7w56cC,One Minute,spotify:track:7ACOTEPgEHeuLMxK7w56cC,0.0104,0.626,0.976,0.0925,0.0859,-3.494,0.0826,123.997,0.559,29,Kelly Clarkson
8397,My December,3,5GYuCJAQlaAUOc5SVHW1AC,Hole,spotify:track:5GYuCJAQlaAUOc5SVHW1AC,0.00023,0.462,0.987,0.495,0.329,-2.303,0.0751,132.138,0.598,27,Kelly Clarkson
8398,My December,4,5V3CinWTBUD3goeV816B3g,Sober,spotify:track:5V3CinWTBUD3goeV816B3g,0.179,0.411,0.398,0.0109,0.238,-8.331,0.0316,179.905,0.141,47,Kelly Clarkson
8399,My December,5,33XaLfS6lcitzafRtG2sVg,Don't Waste Your Time,spotify:track:33XaLfS6lcitzafRtG2sVg,0.00717,0.56,0.927,1.62e-06,0.113,-3.821,0.0471,121.938,0.545,32,Kelly Clarkson
8400,My December,6,5MxJfJ0ljPIXQATV0S6F5W,Judas,spotify:track:5MxJfJ0ljPIXQATV0S6F5W,0.00118,0.569,0.863,0.0404,0.162,-5.35,0.0315,139.94,0.821,29,Kelly Clarkson
8401,My December,7,36cGlH8HC3LGEkj0vDSA5b,Haunted,spotify:track:36cGlH8HC3LGEkj0vDSA5b,0.278,0.635,0.735,4.04e-05,0.355,-5.859,0.0695,119.951,0.524,33,Kelly Clarkson
8402,My December,8,55MtyKhso3SCzJLtDxnQKI,Be Still,spotify:track:55MtyKhso3SCzJLtDxnQKI,0.76,0.561,0.346,0.0,0.115,-10.348,0.041,147.751,0.214,29,Kelly Clarkson
8403,My December,9,0VH8cpnwWzUVclNrZv8V6f,Maybe,spotify:track:0VH8cpnwWzUVclNrZv8V6f,0.133,0.667,0.669,3.96e-05,0.116,-6.598,0.0307,115.962,0.0921,34,Kelly Clarkson
